7.147	-0.068	0.718	0.962	0.825	10.833	44.000	0.979	99832.306	11.511	90.433	-0.515	11.529	-9.700	0.195322789
7.294	-0.495	0.340	0.205	1.293	2.367	29.400	0.655	99639.009	11.509	84.984	-2.030	-6.025	-11.000	-0.193621463
7.508	-0.762	0.367	0.496	0.504	2.300	22.500	0.319	99601.311	11.509	87.946	-1.382	3.485	-11.800	-0.037834178
8.269	-1.106	0.391	0.591	0.705	-0.333	27.300	-0.018	99481.208	11.508	85.172	-1.568	-3.155	-13.100	-0.120584529
8.392	-1.613	0.335	0.190	0.493	10.767	29.500	-0.214	99163.244	11.505	85.470	-2.020	0.351	-13.333	-0.319621673
8.421	-1.365	0.366	0.076	0.300	3.033	25.200	-0.696	99640.153	11.509	78.856	-0.866	-7.739	-13.233	0.480932825
8.465	-1.117	0.428	0.373	0.236	2.533	23.800	-0.090	100126.819	11.514	83.146	-0.823	5.441	-9.367	0.488424265
8.498	-1.064	0.448	0.269	0.157	3.167	11.400	-0.421	100423.472	11.517	80.381	-0.087	-3.326	-6.333	0.296276996
8.637	-1.020	0.197	0.231	-0.062	7.733	11.100	-0.135	100687.738	11.520	78.802	0.077	-1.964	-4.833	0.263151308
8.551	-1.025	0.489	-0.214	-0.530	2.000	9.700	-1.215	100915.214	11.522	80.088	0.457	1.632	-5.933	0.22592207
8.457	-0.896	0.304	0.075	0.367	2.233	19.000	-0.922	101297.863	11.526	77.009	1.252	-3.844	-7.233	0.379179237
8.538	-0.849	0.367	-0.091	0.069	1.667	5.300	-0.416	101617.480	11.529	60.775	0.673	-21.081	-7.000	0.315522152
8.673	-0.651	0.456	-0.128	-0.524	-2.600	-1.400	-1.783	102057.423	11.533	47.992	1.286	-21.033	-7.500	0.432940166
8.643	-0.473	0.360	0.818	-0.006	2.100	8.500	0.227	102545.604	11.538	56.184	1.148	17.069	-5.067	0.478338908
7.978	-0.721	0.405	0.219	-0.344	4.033	14.000	-1.491	102605.770	11.539	45.007	2.012	-19.895	-4.633	0.058672729
8.721	-0.576	0.582	0.440	0.312	6.433	23.200	-1.872	103081.559	11.543	39.644	2.091	-11.915	-3.733	0.463706228
8.248	-0.713	0.487	0.065	0.220	-0.867	18.400	-0.390	103345.028	11.546	31.177	0.654	-21.357	-3.700	0.25559217
8.204	-0.327	0.360	0.889	-0.912	6.467	29.100	-0.394	104090.314	11.553	40.694	2.918	30.523	-1.633	0.721162791
7.667	-0.562	0.439	0.528	0.511	6.867	19.700	0.462	104191.221	11.554	41.017	1.532	0.796	-1.233	0.09694179
7.249	-0.645	0.145	0.479	0.284	7.433	18.600	0.768	104458.483	11.557	46.414	1.549	13.156	-1.300	0.256511007
7.654	-0.291	0.454	1.039	0.160	5.933	25.000	2.064	105208.920	11.564	50.825	2.656	9.504	-0.800	0.718407611
7.326	-0.167	0.448	-0.042	0.979	8.000	22.200	-0.355	105710.021	11.568	45.617	-0.216	-10.246	-1.267	0.476291443
7.047	-0.315	0.488	0.438	0.456	8.167	18.500	-0.421	105891.125	11.570	44.049	-0.211	-3.437	-1.800	0.171321474
6.394	-0.223	0.063	0.556	0.078	10.333	19.600	0.510	106472.210	11.576	52.207	-0.046	18.521	0.700	0.548756513
							0.597	106816.202	11.579	54.467		4.328	1.433	0.323081895
